id,name,name_local,country,region,municipality,population_current,population_scale,purpose,theme,start_year,end_year,status_current,actor_type,lead_actor,component_types,components,latest_source_year,elapsed_years,follow_up,follow_up_note,single_outlet,self_reported,source_count,source_urls,unknown_fields,image_url,image_credit,last_verified,url
nl-0001,村が持つ風車の収益で村の設備をまかなう,Dorpsmolen Reduzum,オランダ,フリースラント州,Leeuwarden,130162,5万〜25万,お金を地域で回す,エネルギー・資源循環,1994,,継続中,住民組織,Stichting Dorpsmolen Reduzum,hybrid,村が風車を所有し収益を村に配る｜一口5ユーロで住民が組合員になる｜近隣3村にも出資と配当を広げた｜建設費の約7割を住民出資でまかなった,2025,31,濃い,"1994年の風車の建て替えに向けて2019年9月に近隣の村から677,000ユーロが集まり、2022年9月に新しい風車が組み上げられた。2025年3月には送電網の障害で約1週間止まり、運営側はこれが4回目だと述べている。",true,,4,https://www.omropfryslan.nl/nl/nieuws/907204/bijna-zeven-ton-opgehaald-in-dorpen-voor-financiering-windmolen-reduzum｜https://www.omropfryslan.nl/nl/nieuws/1062354/doarpsmune-reduzum-heeft-500-leden-nodig-voor-nieuwe-windturbine｜https://www.omropfryslan.nl/nl/nieuws/1167838/nieuwe-reduster-dorpsmolen-wordt-donderdag-eindelijk-opgebouwd｜https://www.omropfryslan.nl/nl/nieuws/17307995/dorpsmolen-reduzum-staat-al-een-week-stil-het-zorgt-voor-problemen,,https://i.regiogroei.cloud/f5ae813d-8eff-3dfa-8b0c-5db6925290a4.jpg?width=1200&height=630&aspect_ratio=1200:630,Omrop Fryslân,2026-08-16,https://yusu0326.github.io/terroir-site/p/nl-0001.html
nl-0002,取り壊しを決められた集落が計画を撤回させた,Ganzedijk blijft,オランダ,フローニンゲン州,Oldambt,39746,5万人未満,住民が決める,住まいと暮らし（住宅・医療・福祉・子育て）,2008,,判定不能,住民組織,Actiecomité Ganzedijk blijft!,soft,住民が対案を自分たちで作った｜州議会に出向いて直接発言した｜全戸取り壊しを一部に押し戻した,2025,17,濃い,2008年2月に自治体が全戸取り壊しの結論を示し、住民が対案を出して取り壊しは行われなかった。2011年8月の検証記事は、残った再建に200万ユーロの費用がかかったと書いている。2025年11月、近隣モエルダイクの集落消滅を伝える報道は、2008年のハンゼダイクを引き合いに出している。,,,5,https://www.rtvnoord.nl/nieuws/71832/ganzedijk-moet-van-aardbodem-verdwijnen｜https://www.bnnvara.nl/zembla/artikelen/ganzedijk-blijft-en-zal-blijven｜https://www.socialevraagstukken.nl/ganzedijk-met-fluwelen-handschoenen-gered/｜https://www.rtvnoord.nl/nieuws/898643/deze-dag-ganzedijk-moest-plat｜https://www.rtvnoord.nl/economie/RX-357/verdwijning-moerdijk-echoot-na-in-ganzedijk-en-oudeschip-de-emoties-zijn-hetzelfde,funding_scale,"https://zembla-bnnvara.cdn.prepr.io/w_1920,q_100/b144ad6f-1039-4352-969b-98d37eb67109.jpg",Zembla (BNNVARA),2026-08-16,https://yusu0326.github.io/terroir-site/p/nl-0002.html
nl-0003,農地に湖を掘って住む人を呼び戻そうとした,Blauwestad,オランダ,フローニンゲン州,Oldambt,39746,5万人未満,住む人を増やす・戻す,自然・緑地・水辺,1998,,継続中,行政,Provincie Groningen,hard,,2025,27,濃い,"1998年5月に最初の土地を取得し、2005年5月に湖への注水が始まって2006年12月に満水になった。2009年末の販売は180戸にとどまったが、2016年の港地区の決定から販売が伸び、2021年には154区画が売れた。2025年9月の報道は、1億1,800万ユーロの初期投資のうち2,200万ユーロを回収したと書いている。",true,,5,https://www.rtvnoord.nl/nieuws/857983/bedenkers-blauwestad-wij-hebben-nooit-aan-het-plan-getwijfeld｜https://www.rtvnoord.nl/nieuws/920378/deze-dag-de-eerste-grond-voor-blauwestad-aangekocht｜https://www.rtvnoord.nl/nieuws/1091775/is-blauwestad-een-succes-of-mislukking-er-werd-een-heel-dorp-gebouwd｜https://www.rtvnoord.nl/politiek/1300367/20-jaar-oldambtmeer-grondlegger-en-burgemeester-zijn-trots-op-blauwestad｜https://www.rtvnoord.nl/politiek/1340089/hoe-blauwestad-na-twintig-jaar-toch-nog-een-succes-werd,,https://i.regiogroei.cloud/96b452bc-eaf3-3855-b51c-a764836dff27.jpg?width=1200&height=630&aspect_ratio=1200:630,RTV Noord,2026-08-16,https://yusu0326.github.io/terroir-site/p/nl-0003.html
nl-0004,退屈な広場を掘って雨水の受け皿と運動場を兼ねさせた,Benthemplein,オランダ,南ホラント州,ロッテルダム（ロッテルダム北部）,673804,25万超,空間をひらく,自然・緑地・水辺,2013,,判定不能,混合,De Urbanisten とロッテルダム市,hard,退屈なタイル張りの広場を作り替えた｜雨水を集める3つの水盤を掘った｜光る樋で水を広場に流した｜浸水する範囲を青く塗り分けた,2016,3,薄い,2013年12月の完成後、設計したDe Urbanistenは2016年にティエルのVogelbuurtで2つ目の水広場を開いた。2016年11月の記事は、3年近く経って目標が達成されたかを問うている。,,,2,https://nieuws.top010.nl/waterplein-benthemplein.htm｜https://www.architectuur.nl/kennis/onderzoek/leren-van-het-waterplein/,funding_scale｜status_current,https://images.squarespace-cdn.com/content/v1/5f082078d610926644d22e00/af036ceb-2084-4ece-b885-f6595fcb92e6/01+Water+square++Benthemplein+.jpg,De Urbanisten（撮影 Ossip van Duivenbode）,2026-08-17,https://yusu0326.github.io/terroir-site/p/nl-0004.html
nl-0005,森の中の集合住宅を、景観の側から組み直して建て替えた,Kerckebosch,オランダ,ユトレヒト州,ザイスト,66648,5万〜25万,住む人を増やす・戻す,自然・緑地・水辺,,2025,終了,混合,Wijkontwikkelingsmaatschappij Kerckebosch（WOM）,hard,森の中の集合住宅を建て替える｜景観の側から街区の配置を決める｜元の住人を同じ地区に住み直させる｜分譲と賃貸と介護住宅を混ぜる｜住民が緑地の管理に加わる,2025,,濃い,2025年7月の Stadszaken は、社会賃貸の割合が当初の基本計画の見込みより低いと書き、中間の価格帯の供給は限られているとも書いている。開始年は出典から確認できず、報道は2016年から2025年にわたる。,true,,4,https://stadszaken.nl/artikel/713/kerckebosch-is-beste-plek｜https://stadszaken.nl/artikel/2219/kerckebosch-oogst-succes-met-middenhuur｜https://stadszaken.nl/artikel/3747/deze-vijf-projecten-maken-kans-op-de-neprom-prijs-voor-beste-gebiedsontwikkeling｜https://stadszaken.nl/artikel/8005/leefbare-wijk-in-bossen-zeist-biedt-inzichten-gebiedsontwikkeling,start_year｜elapsed_years,https://stadszaken.nl/upload/images/1/stuifduinen-Kerckebosch-Zeist-foto-gemeente-948x533.jpg,Stadszaken,2026-08-19,https://yusu0326.github.io/terroir-site/p/nl-0005.html
nl-0006,団地の暖房をガスから熱供給網に切り替える計画に、住民の反対が続いている,Nieuwe Energie voor Groenoord,オランダ,南ホラント州,スヒーダム（Groenoord 地区）,81931,5万〜25万,住民が決める,エネルギー・資源循環,2020,,継続中,混合,スヒーダム市・住宅法人 Woonplus・エネルギー会社 Eneco,hard,地区に熱供給網を敷く｜排熱を受ける熱供給施設を建てる｜団地の住戸をガスから切り離す｜断熱と修繕を同時に行う｜住戸ごとに同意を取りに回る,2024,4,濃い,2021年10月に Milieudefensie と地区の7つの区分所有組合が中止を求め、2024年3月には市議会の3会派が中止の用意があるかを書面で問うたと報じられている。一方で2022年3月には最初の1棟がガスから切り離されて引き渡され、市は2030年までに地区全体をガスから外す方針だと同紙は書いている。,true,,4,https://www.schiedam24.nl/nl/nieuws/politiek/raadsbesluit-bepaalt-koers-in-schiedamse-energietransitie-voor-tientallen-jaren/16014｜https://www.schiedam24.nl/nl/nieuws/wonen/milieudefensie-en-bewoners-zie-af-van-warmtenet-groenoord/18832｜https://schiedam24.nl/nl/nieuws/wonen/woonplus-levert-eerste-aardgasvrij-complex-op-in-groenoord/20318｜https://schiedam24.nl/artikel/raadsfracties-stopt-bw-met-nieuwe-energie-voor-groenoord,,https://lokaal24.cdn-tmo.nl/slir/w1200-c20x15/files/schiedam24/2024/maart/IMG_4996.jpeg,Schiedam24,2026-08-19,https://yusu0326.github.io/terroir-site/p/nl-0006.html
nl-0007,弱い立場の地区で、脱ガスの工事に社会面の手当てを抱き合わせようとした,Verduurzaming van Kwetsbare Wijken,オランダ,全国（10自治体）,10自治体（Amsterdam・Assen・Delft・Den Haag・Geldrop-Mierlo・Groningen・Leeuwarden・Maastricht・Rotterdam・Utrecht）,,不明,住民が決める,エネルギー・資源循環,2018,,終了,混合,Platform31・Nyenrode 大学・Verwey-Jonker 研究所と10自治体,soft,脱ガスと社会面の手当てを束ねる｜自治体ごとに1地区を選んで試す｜途中経過を報告書で出し続ける｜自治体どうしで詰まりを持ち寄る｜終了時に外部が総括を書く,2026,8,濃い,出典[3]は2026年8月に、2019年の最初の報告では拙速と行政の圧力、財政・技術・法の不確かさが統合的な進め方を多くの場合阻んだと総括が書いていると伝えている。3年後の中間報告でも進みは乏しく、2022年に住民の巻き込みと住環境の手直しで前進があったとしている。,,true,3,https://www.platform31.nl/artikelen/samen-naar-een-duurzame-en-leefbare-wijk/｜https://www.platform31.nl/artikelen/wijken-verduurzamen-in-turbulente-tijden/｜https://www.gebiedsontwikkeling.nu/artikelen/zeven-jaar-zoeken-naar-koppelkansen-in-kwetsbare-wijken/,population_current｜population_scale｜end_year,https://dh1hpfqcgj2w7.cloudfront.net/media/original_images/Overzicht_naar_het_westen_gezien_vanaf_flat_Burghsluissingel_-_Rotterdam_-.jpg,"Thea van den Heuvel／Rijksdienst voor het Cultureel Erfgoed（Wikimedia Commons）, via Gebiedsontwikkeling.nu",2026-08-19,https://yusu0326.github.io/terroir-site/p/nl-0007.html
nl-0008,市民が出資して農場を共同所有し、農家を雇って自分たちの食べるものを作らせた,Herenboeren,オランダ,北ブラバント州,ボクステル,34302,5万人未満,お金を地域で回す,農林水産・食,2013,,継続中,住民組織,Herenboeren Wilhelminapark（市民の協同組合）と Stichting Herenboeren NL,hybrid,市民が出資して農場を共同所有する｜農家を雇って給与を払う｜会員が何を作るかを決める｜果樹と放牧と野菜を組み合わせる,2025,12,濃い,Nieuwe Oogst は2025年6月24日に、東ブラバント地裁が同日に Stichting Herenboeren NL の破産を宣告したと伝えている。同記事によれば、財団は2022年に投資と成長計画を進めたが、不確かな政策と土地の確保の停滞、それに伴う資金の不足で計画を完遂できなかったと自ら説明している。,true,,4,https://www.nieuweoogst.nl/nieuws/2016/03/16/herenboeren-starten-gemengd-bedrijf｜https://www.nieuweoogst.nl/nieuws/2019/06/26/herenboeren-kans-of-bedreiging｜https://www.nieuweoogst.nl/nieuws/2022/10/21/herenboeren-verwelkomt-collegas-die-moeten-extensiveren｜https://www.nieuweoogst.nl/nieuws/2025/06/24/stichting-herenboeren-nl-failliet-burgerbeweging-gaat-door,,https://cdn.nieuweoogst.nu/public/image/960x431/210638.jpg,Nieuwe Oogst,2026-08-19,https://yusu0326.github.io/terroir-site/p/nl-0008.html
nl-0009,"運河沿いの旧工業地帯に6,000戸を建て、車を街区の縁の地下ハブにだけ置こうとしている",Merwede,オランダ,ユトレヒト州,ユトレヒト,378121,25万超,歩けるようにする,住まいと暮らし（住宅・医療・福祉・子育て）,2018,,継続中,混合,ユトレヒト市と、5つの企業連合をなす6者の民間土地所有者,hard,"24ヘクタールに6,000戸を建てる｜車を街区の縁の地下ハブに置く｜私有車を1,500台余りに抑える｜250台の共用車を置く｜歩道と緑の通りを軸にする",2025,7,濃い,Stadszaken は2025年3月3日に、Merwede の建設が同日に正式に始まったこと、最初の住戸は2027年に引き渡される予定だと伝えている。同記事は都市計画を担当する参事の話として、近年の住宅建設には強い逆風があったが、事業ごとに何が要るかを見る進め方によって着工にこぎつけたと書いている。,,,3,https://www.stadszaken.nl/artikel/1397/300-miljoen-voor-nieuwe-utrechtse-wijk｜https://www.gebiedsontwikkeling.nu/artikelen/de-autos-de-wijk-uit-zo-doen-ze-dat-in-merwede/｜https://stadszaken.nl/artikel/7409/eerste-paal-de-grond-in-voor-duurzame-nieuwbouwwijk-merwede-utrecht,,https://dh1hpfqcgj2w7.cloudfront.net/media/original_images/25f22f3b-4614-4156-88a7-d5fea3ef836d_800.jpg,Gebiedsontwikkeling.nu,2026-08-19,https://yusu0326.github.io/terroir-site/p/nl-0009.html
nl-0010,庇護申請者の受け入れ先に地区の若者も住まわせ、講座を近隣にも開いた,Plan Einstein,オランダ,ユトレヒト州,ユトレヒト,,25万超,住む人を増やす・戻す,住まいと暮らし（住宅・医療・福祉・子育て）,2016,2018,終了,混合,ユトレヒト市（欧州委員会の urban innovative action の助成が入っている）,hybrid,受け入れる人数を400人から300人に減らす｜空いた分に若者向けの仮設住宅を作る｜庇護申請者と近隣の住民が一緒に講座を受ける｜大学と市民大学と組んで講座を用意する,2024,8,濃い,Stadszaken は2024年9月2日に、アインシュタインドレーフの場所は仮設で、住んでいた人は移され場所は解かれたこと、後継の Plan Einstein Pahud がオーフェルフェヒトにでき、300人の庇護申請者と30人の starters を受け入れていることを書いている。,,,4,https://www.socialevraagstukken.nl/rubrieken/essay/zet-de-deuren-van-asielzoekerscentra-wagenwijd-open-naar-de-buurt/｜https://www.platform31.nl/artikelen/wat-we-kunnen-leren-uit-de-utrechtse-versnellingspilot-huisvesting-statushouders/｜https://stadszaken.nl/artikel/6611/de-utrechtse-asielaanpak-samen-wonen-leren-en-werken｜https://www.compas.ox.ac.uk/publication/the-utrecht-refugee-launchpad-final-evaluation-report,population_current,https://stadszaken.nl/upload/images/2/AZC-Plan-Einstein-Pahud-Rufus-de-Vries_948x533.jpg,Stadszaken / ROmagazine,2026-08-20,https://yusu0326.github.io/terroir-site/p/nl-0010.html
no-0001,都心の路上駐車をやめて、通りを人が過ごす場所に作り替えた,Bilfritt byliv,ノルウェー,オスロ,オスロ,729799,25万超,歩けるようにする,交通・道路・駅,2016,,判定不能,行政,オスロ市（Oslo kommune）,hybrid,都心の路上駐車枠を振り替える｜私有車の通り抜けを止める｜夏のあいだ通りを車両通行止めにする｜歩道を広げてベンチと植栽を置く｜通りの一部を店に開放する,2023,7,濃い,2018年には Karl Johans gate の歩行者が前年より7.7%少ないと報じられ、市の委託調査で事業者の半数近くが否定的だったとも報じられた。2022年に Grønland、2023年に Torshov で bylivsgate が開いた。,true,,7,https://www.vartoslo.no/blir-det-mer-byliv-i-oslo-sentrum-nar-vi-far-bilfritt-byliv/｜https://www.vartoslo.no/bilfritt-byliv-byfolk-christian-boger/faerre-fotgjengere-forer-til-mindre-handel-i-oslos-paradegate--vi-er-bekymret-sier-stroksforening/180989｜https://www.vartoslo.no/bilfritt-byliv-hele-oslo-ntb/nesten-halvparten-er-positive-til-bilfritt-byliv-i-oslo-butikkene-mest-negative/186909｜https://www.vartoslo.no/anders-hoilund-astrid-ledang-bilfritt-byliv/dronningens-gate-fylt-opp-av-folk-og-boder-varfest-feiret-at-forste-gate-i-bilfritt-byliv-er-ferdigstilt/202213｜https://www.vartoslo.no/bilfritt-byliv-bydel-gamle-oslo-bylivsgate/gronnsakshandler-erkan-jubler-over-at-bilene-na-fjernes-fra-gronland-mer-folk-og-mer-liv-dette-er-paradis/388320｜https://www.vartoslo.no/bilfritt-byliv-bydel-sagene-bylivsgate/torshov-beboerne-om-den-nye-bylivsgata-man-bor-ogsa-tenke-pa-hva-det-gar-pa-bekostning-av/474872｜https://www.vartoslo.no/bilfritt-byliv-eirik-lae-solberg-kvadraturen/vi-har-sorget-for-liv-i-kvadraturen-et-byrad-med-hoyre-kan-fore-til-brabrems-i-utviklingen/480982,status_current,https://image.vartoslo.no/472859.jpg?imageId=472859&x=0&y=19.31&cropw=100&croph=35.83&panox=0&panoy=19.31&panow=100&panoh=35.83&width=1200&height=683,VårtOslo,2026-08-19,https://yusu0326.github.io/terroir-site/p/no-0001.html
no-0002,市と国が同額ずつ出した地区の底上げで、使い道の一部を住民の投票で決めた,Tøyenløftet,ノルウェー,オスロ,オスロ（ガムレ・オスロ区テーヤン）,,不明,住民が決める,住まいと暮らし（住宅・医療・福祉・子育て）,2014,,判定不能,行政,オスロ市とノルウェー国（区の住民組織 Tøyenrådet が配分に関わる）,soft,市と国が同額ずつ出す｜試みとして住民の投票で配る｜別の地区の取り組みの型に近づける,2021,7,濃い,Vårt Oslo は2018年9月26日に、市の監査による批判を伝えている。批判の中心は、地区で最も弱い立場にある人たちが、テーヤンをどう良くするかを決める場に加われなかったという点である。同記事によれば、市政府はテーヤンとグレンランの取り組みを2026年まで8年延ばしたいとして国と交渉しており、決まっていたのは、新しい取り組みをグロルードダーレンの型に近づけることだけだった。,true,,4,https://www.vartoslo.no/toyenloftet-tester-na-ut-et-demokratieksperiment-beboere-pa-toyen-far-stemme-over-tildelingene-i-budsjettet/｜https://www.vartoslo.no/kraftig-kritikk-av-toyenloftet-i-ny-rapport-de-stille-stemmene-ble-ikke-hort/｜https://www.vartoslo.no/omradeloftene-for-toyen-og-gronland-viderefores-over-atte-nye-ar/｜https://www.vartoslo.no/arifi-ali-fattigdom-gamle-oslo/kampen-om-toyen--na-lurer-vi-pa-om-toyenloftet-kom-for-a-skyve-oss-ut-ikke-lofte-oss/281039,population_current｜population_scale,https://image.vartoslo.no/137908.jpg?imageId=137908&x=0&y=0&cropw=100&croph=50&panox=0&panoy=0&panow=100&panoh=50&width=1200&height=683,Vårt Oslo,2026-08-19,https://yusu0326.github.io/terroir-site/p/no-0002.html
pl-0001,児童養護の施設を出る若者が働いて仕事を覚えるためのホテルを、財団が開いて10年続けている,So Stay Hotel,ポーランド,ポモージェ県,グダンスク市,489160,25万超,商いを起こす,住まいと暮らし（住宅・医療・福祉・子育て）,2015,,継続中,NPO,Gdańska Fundacja Innowacji Społecznej（社会革新財団）。建物は市が所有し無償で貸す。改修にはデンマークの Velux 財団が出資した,hybrid,財団がホテルを1軒運営する｜施設を出る若者を雇って教える｜職業人が現場で技術を教える｜働く人が誰かを客に知らせない｜市有の空き建物を借りて使う,2025,10,濃い,2015年3月に17室のホテルとして開いた。2023年の取材では新型コロナとウクライナの戦争が財団に重くのしかかったこと、ホテルがウクライナからの避難民も雇うことにしたことが伝えられ、2025年に10年を迎えた。,,,3,https://www.e-hotelarz.pl/artykul/54662/so-stay-hotel-gdansk-pierwszy-hotel-naprawde-odpowiedzialny-spolecznie/｜https://cooperativecity.org/so-stay-polands-first-socially-responsible-hotel/｜https://publicystyka.ngo.pl/pomysl-odwaga-misja-10-lat-firmy-spolecznej-sostay-hotel-gfis-wywiad,,https://cooperativecity.org/wp-content/uploads/2023/04/so-stay.jpeg,Cooperative City,2026-08-19,https://yusu0326.github.io/terroir-site/p/pl-0001.html
pl-0002,6〜10歳に大学生が5回ひと組の講座を届け、企業訪問と学校まわりの緑地案の競技を組み合わせた市と大学の事業,Przedsiębiorcze Dzieciaki,ポーランド,ルブリン県,ルブリン市,339784,25万超,商いを起こす,学校・公共施設,2018,,継続中,混合,ルブリン市とマリ・キュリー＝スクウォドフスカ大学（UMCS）教育心理学部。市の側の担当の書かれ方は出典によって違い、2023年12月の記事では市の戦略・起業局の副局長 Monika Król が市の側から発言し、2024年2月の記事は、実施主体をルブリン市役所（文化局のうち、起業と創造産業の振興および企業との協働を担う係）と UMCS 教育心理学部の2つだと書いている。同じ枠組みの事業がウクライナのルーツクでも行われており、そちらの実施主体はルーツク市役所・レーシャ・ウクラインカ記念ヴォルィーニ国立大学・Fundacja Efekt Dziecka だと2024年2月の記事に書かれている,soft,6〜10歳に5回ひと組の講座｜研修した大学生が講座を進める｜市内の企業と創造産業を訪ねる｜国立銀行が貯蓄の回を受け持つ｜学校まわりの緑の空間の案を競う｜山羊の登場人物が全回に付き添う,2025,7,薄い,2025年2月5日の記事は、6つの版で2千人近い子どもが86の学級から参加し、115の企業と創造産業の担い手が関わり、166回の集まり・講座・企業訪問があったと書いている。,,,4,"https://radio.lublin.pl/2023/12/lublin-i-przedsiebiorcy-jak-wygladala-wspolpraca-podczas-europejskiej-stolicy-mlodziezy/｜https://www.lsi-lublin.pl/informacje-dnia/miasto-lublin-zaczyna-vi-edycje-projektu-przedsiebiorcze-dzieciaki/｜https://www.dziennikwschodni.pl/lublin/przedsiebiorcze-dzieciaki-jutro-rusza-rekrutacja,n,1000356765.html｜https://www.dziennikwschodni.pl/lublin/przedsiebiorcze-dzieciaki-odwiedzily-lubelskiego-koziolka,n,1000360523.html",,https://static2.dziennikwschodni.pl/data/articles/xga-16x9-przedsiebiorcze-dzieciaki-jutro-rusza-rekrutacja-1751780353.jpg,Dziennik Wschodni,2026-08-20,https://yusu0326.github.io/terroir-site/p/pl-0002.html
pt-0001,片岩の集落27を1つの名前で束ね直した,Aldeias do Xisto,ポルトガル,中部地方（ピニャル・インテリオル）,Pinhal Interior（13〜21自治体にまたがる）,180000,5万〜25万,誇りをつくる,空き家・空き店舗・遊休不動産,,,継続中,混合,ADXTUR - Agência para o Desenvolvimento Turístico das Aldeias do Xisto,hybrid,空き家の修復費を7割補助した｜27の集落を1つの名前で束ねた｜片岩の伝統的な建て方を残した,2021,,濃い,2005年3月にセルタン町で19棟の修復に7割の補助が付いた。2018年11月には国の観光公式サイトに載り、2019年8月には星空の暗さで国際認証を受けた。2020年7月には過去最良の6月と発表され、滞在が2〜3泊から5〜6泊に伸びたとされる。2021年時点で21自治体・100を超える民間事業者が参加している。,,,5,https://www.publico.pt/2005/03/14/jornal/programa-aldeias-do-xisto-recupera-19-edificios-na-serta-11137｜https://www.dinheirovivo.pt/economia/turismo-mantem-tendencia-de-crescimento-no-centro-12680794.html｜https://www.noticiasaominuto.com/lifestyle/1114661/aldeias-do-xisto-na-plataforma-visit-portugal｜https://observador.pt/2020/07/23/aldeias-do-xisto-assinalam-o-melhor-junho-de-sempre/｜https://www.noticiasaominuto.com/economia/1791588/aldeias-do-xisto-exploracao-do-destino-dark-sky-sera-potenciada,start_year｜elapsed_years,https://media-manager.noticiasaominuto.com/960/naom_58eb478b9ee56.webp,Notícias ao Minuto,2026-08-16,https://yusu0326.github.io/terroir-site/p/pt-0001.html
pt-0002,教会や旧酒蔵や廃校に書店を入れ、村ぜんぶを文学の場として売り出した,Vila Literária,ポルトガル,レイリア県,オビドス,,不明,人を呼ぶ,文化・アート・祭り,2011,,継続中,混合,オビドス町（自治体）と、出版社 Ler Devagar のジョゼ・ピニョとの協働。のちに Sociedade Vila Literária が運営に加わる,soft,教会や旧酒蔵に書店を入れた｜廃校と有機市場も書店にした｜町の博物館にも書店を置いた｜国際文学祭を毎年開いた｜ユネスコの認定に申請した,2023,12,濃い,2011年に町と出版社の協働として始まり、2015年12月にユネスコの創造都市（文学）に認定された。2020年7月には来訪が年200万人から1日870人に落ちた状態が報じられ、2023年5月に発案者の一人が死去した。,true,,5,https://www.dn.pt/artes/interior/obidos-classificada-vila-literaria-pela-unesco-4925027.html｜https://www.dn.pt/arquivo/diario-de-noticias/festival-literario-latitudes-abre-em-obidos-com-viagens-pela-musica-e-gastronomia-6250943.html｜https://www.dn.pt/artes/interior/aprender-a-rebeldia-com-os-livros-em-obidos-8875489.html｜https://www.dn.pt/arquivo/diario-de-noticias/obidos-dos-2-milhoes-de-turistas-por-ano-aos-870-por-dia-como-se-ergue-a-vila-dentro-da-muralha-12385706.html｜https://www.dn.pt/arquivo/diario-de-noticias/jose-pinho-morre-aos-69-anos-um-percurso-dedicado-ao-livro-e-a-democratizar-acesso-a-cultura-16447612.html,population_scale｜funding_scale,https://obidosvilaliteraria.com/site/wp-content/uploads/2016/05/CDU_2883-1-702x336.jpg,Óbidos Vila Literária（オビドス町の公式事業サイト）,2026-08-18,https://yusu0326.github.io/terroir-site/p/pt-0002.html
ro-0001,若者が出した企画を市民のネット投票で選び、市が1件ずつ資金を出す仕組みを2015年から続けている,Com’ON Cluj-Napoca,ルーマニア,クルージュ県,クルージュ＝ナポカ市,286598,25万超,住民が決める,デジタル・情報発信,2015,,継続中,混合,運営は Grupul PONT。Federația Tinerilor din Cluj と組んで行なう。資金はクルージュ＝ナポカ市役所と市議会が出す,soft,若者3人以上の組で企画を出す｜市民がネット投票で選ぶ｜1件あたりの上限額を決めて配る｜立場の弱い組に別枠を設ける｜選ばれた組が自分で実施する｜企画づくりの相談役を置く,2026,11,濃い,2018年の第3回では最低50件が市の資金で実施されるとされ、2025年の回は123件の応募のうち52件が選ばれた。2026年の回も同じ形で募集が始まっている。,,,4,https://www.clujlife.com/2018/11/12/incepe-inscrierea-de-proiecte-la-comon-cluj-napoca-19/｜https://rtsa.ro/rtsa/index.php/rtsa/article/view/653｜https://cluj.com/articole/52-de-initiative-propuse-de-tineri-vor-prinde-viata-in-cadrul-comon-cluj-napoca-2025/｜https://www.napocanews.ro/2026/06/comon-cluj-napoca-a-dat-startul-tinerii-clujeni-pot-primi-pana-la-5-000-de-lei-pentru-a-si-pune-ideile-in-aplicare.html,,https://www.napocanews.ro/wp-content/uploads/2026/06/comon-clujnapoca-start-depunere-idei-2026.jpg,NapocaNews,2026-08-18,https://yusu0326.github.io/terroir-site/p/ro-0001.html
rw-0001,月に2回、日曜の朝だけ幹線から車を締め出し、その場で健康の検診もやる日にした,Car Free Day,ルワンダ,キガリ市,キガリ市,1745555,25万超,歩けるようにする,交通・道路・駅,2016,,継続中,行政,キガリ市と国の省庁。KT Press（2024年11月3日）によれば、2024年11月3日の回には保健大臣サビン・ンサンジマナ氏、内閣担当大臣イネス・ムパンバラ氏、緊急事態管理担当大臣アルベール・ムラシラ氏、キガリ市助言評議会議長クリスチャン・カジェネリ氏、市長サミュエル・ドゥセンギユンバ氏が出ている。The New Times（2020年9月20日）によれば、2020年の再開はスポーツ省の告知にもとづくもので、スポーツ大臣オーロール・ミモザ・ムニャンガジュ氏と当時の市長プルデンス・ルビンギサ氏が参加した,soft,日曜の朝だけ幹線から車を出す｜ふだんの道路をそのまま使う｜その場で自由参加の検診をやる｜大臣と市長が一緒に走る｜国内の他の地域にも広がった,2026,10,濃い,2016年にキガリで月1回として始まり、2018年に隔週になったと2026年の論文が書いている。2020年3月に感染症で止まり、同年9月20日に再開した。同論文は2022年から2024年の連続測定でPM2.5が下がったと報告している。,,,4,https://www.newtimes.co.rw/news/hundreds-throng-kigali-streets-car-free-day-returns｜https://www.ktpress.rw/2024/11/car-free-day-rwandans-urged-to-embrace-healthy-active-lifestyles/｜https://www.ktpress.rw/2024/11/the-beauty-of-kigali-car-free-day-and-room-for-improvement/｜https://www.frontiersin.org/journals/future-transportation/articles/10.3389/ffutr.2026.1857164/full,funding_scale,https://www.ktpress.rw/wp-content/uploads/2024/11/GbcWf0LakAAe97y-scaled.jpeg,KT Press,2026-08-19,https://yusu0326.github.io/terroir-site/p/rw-0001.html
